Trimestre;Sexo;Idade;Faixa_Etaria;Cor_Raca;Nivel_Instrucao;Anos_Estudo;Anos_Estudo_Num;Forca_Trabalho;Ocupacao;Posicao_Ocupacao;Ocupacao_Grupo;Horas_Trabalhadas;Grupo_Jornada;Renda;Faixa_Renda;Urbano
T4;Mulher;30;25 a 39 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Público sem carteira;Ocupações elementares;40;21h a 40h;1500;Mais de 1 a 2 salários mínimos;Urbana
T4;Mulher;90;60 anos ou mais;Parda;Sem instrução e menos de 1 ano de estudo;Sem instrução e menos de 1 ano de estudo;0;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T4;Mulher;50;40 a 59 anos;Parda;Superior completo;16 anos ou mais de estudo;16;Pessoas na força de trabalho;Pessoas ocupadas;Empregador;Diretores e gerentes;50;Acima de 44h;4200;Mais de 2 a 3 salários mínimos;Urbana
T4;Homem;25;25 a 39 anos;Parda;Superior incompleto ou equivalente;13 anos de estudo;13;Pessoas na força de trabalho;Pessoas ocupadas;Empregador;Diretores e gerentes;44;41h a 44h;2100;Mais de 1 a 2 salários mínimos;Urbana
T4;Homem;64;60 anos ou mais;Parda;Fundamental completo ou equivalente;9 anos de estudo;9;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Trabalhadores dos serviços, vendedores dos comércios e mercados;44;41h a 44h;3000;Mais de 2 a 3 salários mínimos;Urbana
T4;Homem;56;40 a 59 anos;Branca;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Privado com carteira;Trabalhadores dos serviços, vendedores dos comércios e mercados;44;41h a 44h;1412;Até 1 salário mínimo;Urbana
T4;Homem;59;40 a 59 anos;Branca;Fundamental incompleto ou equivalente;8 anos de estudo;8;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T4;Homem;59;40 a 59 anos;Branca;Fundamental incompleto ou equivalente;8 anos de estudo;8;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T4;Mulher;26;25 a 39 anos;Parda;Superior incompleto ou equivalente;13 anos de estudo;13;Pessoas na força de trabalho;Pessoas ocupadas;Privado sem carteira;Trabalhadores de apoio administrativo;35;21h a 40h;1412;Até 1 salário mínimo;Urbana
T4;Homem;31;25 a 39 anos;Parda;Superior completo;16 anos ou mais de estudo;16;Pessoas na força de trabalho;Pessoas ocupadas;Militar/estatutário;Técnicos e profissionais de nível médio;40;21h a 40h;8764;Mais de 5 salários mínimos;Urbana
T4;Mulher;7;Menos de 14 anos;Parda;Sem instrução e menos de 1 ano de estudo;Sem instrução e menos de 1 ano de estudo;0;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T4;Mulher;63;60 anos ou mais;Preta;Fundamental incompleto ou equivalente;6 anos de estudo;6;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T4;Homem;67;60 anos ou mais;Parda;Fundamental incompleto ou equivalente;5 anos de estudo;5;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T4;Homem;44;40 a 59 anos;Parda;Superior completo;16 anos ou mais de estudo;16;Pessoas na força de trabalho;Pessoas ocupadas;Privado com carteira;Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios;44;41h a 44h;1412;Até 1 salário mínimo;Urbana
T4;Mulher;68;60 anos ou mais;Parda;Fundamental incompleto ou equivalente;6 anos de estudo;6;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T4;Homem;40;40 a 59 anos;Branca;Superior completo;16 anos ou mais de estudo;16;Pessoas na força de trabalho;Pessoas ocupadas;Militar/estatutário;Profissionais das ciências e intelectuais;30;21h a 40h;6100;Mais de 4 a 5 salários mínimos;Urbana
T4;Mulher;39;25 a 39 anos;Parda;Superior completo;16 anos ou mais de estudo;16;Pessoas na força de trabalho;Pessoas ocupadas;Empregador;Profissionais das ciências e intelectuais;60;Acima de 44h;6600;Mais de 4 a 5 salários mínimos;Urbana
T4;Homem;10;Menos de 14 anos;Parda;Fundamental incompleto ou equivalente;3 anos de estudo;3;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T4;Homem;3;Menos de 14 anos;Parda;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T4;Homem;0;Menos de 14 anos;Branca;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T4;Mulher;58;40 a 59 anos;Parda;Médio incompleto ou equivalente;11 anos de estudo;11;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Trabalhadores dos serviços, vendedores dos comércios e mercados;48;Acima de 44h;1500;Mais de 1 a 2 salários mínimos;Urbana
T4;Homem;67;60 anos ou mais;Parda;Médio incompleto ou equivalente;11 anos de estudo;11;Pessoas na força de trabalho;Pessoas ocupadas;Familiar auxiliar;Trabalhadores dos serviços, vendedores dos comércios e mercados;20;Até 20h;NA;NA;Urbana
T4;Mulher;31;25 a 39 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Empregador;Trabalhadores dos serviços, vendedores dos comércios e mercados;44;41h a 44h;1000;Até 1 salário mínimo;Urbana
T4;Mulher;95;60 anos ou mais;Parda;Fundamental incompleto ou equivalente;4 anos de estudo;4;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T4;Homem;9;Menos de 14 anos;Parda;Fundamental incompleto ou equivalente;3 anos de estudo;3;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T4;Homem;70;60 anos ou mais;Parda;Sem instrução e menos de 1 ano de estudo;Sem instrução e menos de 1 ano de estudo;0;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T4;Mulher;62;60 anos ou mais;Preta;Fundamental incompleto ou equivalente;3 anos de estudo;3;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T4;Homem;67;60 anos ou mais;Preta;Fundamental incompleto ou equivalente;4 anos de estudo;4;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T4;Mulher;73;60 anos ou mais;Branca;Sem instrução e menos de 1 ano de estudo;Sem instrução e menos de 1 ano de estudo;0;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
